Generator,name,carrier,bus,p_nom_min,p_nom,p_nom_extendable,efficiency,marginal_cost,capital_cost,build_year,lifetime,source,p_nom_max,p_max_pu,min_up_time,min_down_time,up_time_before,down_time_before,weight,control,type,p_min_pu,p_set,q_set,sign,committable,start_up_cost,shut_down_cost,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p_nom_opt,country,bidding_zone,p_set_before_scaling
7055 onwind,,onwind,7055,46.7297635549726,46.7297635549726,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13153.1140172695,1.0,0.0,0.0,1.0,0.0,2809.52370372456,PQ,wind-onshore,0.0,38.4626253620216,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,46.7297635549726
6356 onwind,,onwind,6356,28.4526219934685,28.4526219934685,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5540.10798519571,1.0,0.0,0.0,1.0,0.0,1965.62096757743,PQ,wind-onshore,0.0,42.1488942124169,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,28.4526219934685
6362 onwind,,onwind,6362,76.6856340064109,76.6856340064109,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,14931.7238111215,1.0,0.0,0.0,1.0,0.0,4951.95266310251,PQ,wind-onshore,0.0,113.599888125963,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,76.6856340064109
6365 onwind,,onwind,6365,73.1044747549894,73.1044747549894,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,14234.4239640419,1.0,0.0,0.0,1.0,0.0,3709.70257454126,PQ,wind-onshore,0.0,108.294862020438,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,73.1044747549894
6372 onwind,,onwind,6372,70.3811027564675,70.3811027564675,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13704.1468261693,1.0,0.0,0.0,1.0,0.0,2552.78479623799,PQ,wind-onshore,0.0,104.260537229805,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,70.3811027564675
6626 onwind,,onwind,6626,98.5593620013398,98.5593620013398,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,19190.8326960082,1.0,0.0,0.0,1.0,0.0,3449.20757697122,PQ,wind-onshore,0.0,26.5638397660651,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,98.5593620013398
6629 onwind,,onwind,6629,23.3601157635083,23.3601157635083,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4548.52856465099,1.0,0.0,0.0,1.0,0.0,1322.9210409012,PQ,wind-onshore,0.0,6.29604696558537,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,23.3601157635083
6647 onwind,,onwind,6647,80.6291260523819,80.6291260523819,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,15699.5747240692,1.0,0.0,0.0,1.0,0.0,1617.47914940436,PQ,wind-onshore,0.0,73.6364283841314,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,80.6291260523819
6655 onwind,,onwind,6655,77.9912074220425,77.9912074220425,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,15185.9365057146,1.0,0.0,0.0,1.0,0.0,699.645545129268,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,77.9912074220425
6660 onwind,,onwind,6660,125.064755524081,125.064755524081,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,24351.7891217394,1.0,0.0,0.0,1.0,0.0,772.364539127917,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,125.064755524081
6672 onwind,,onwind,6672,130.047556466713,130.047556466713,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,25322.0074480944,1.0,0.0,0.0,1.0,0.0,4830.78784982006,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,130.047556466713
6674 onwind,,onwind,6674,24.8592569709558,24.8592569709558,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4840.4315104049,1.0,0.0,0.0,1.0,0.0,409.415515512096,PQ,wind-onshore,0.0,36.8257868293696,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,24.8592569709558
6688 onwind,,onwind,6688,2.67733962385679,2.67733962385679,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,521.314015721112,1.0,0.0,0.0,1.0,0.0,131.298512503642,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6689 onwind,,onwind,6689,10.1375706763144,10.1375706763144,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1973.92128807068,1.0,0.0,0.0,1.0,0.0,757.127256828733,PQ,wind-onshore,0.0,15.0175050336297,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,10.1375706763144
6694 onwind,,onwind,6694,128.255442808721,128.255442808721,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,24973.0588278479,1.0,0.0,0.0,1.0,0.0,4787.6085736293,PQ,wind-onshore,0.0,189.99391663631,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,128.255442808721
6716 onwind,,onwind,6716,125.142023597776,125.142023597776,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,24366.8342543876,1.0,0.0,0.0,1.0,0.0,2606.99290612564,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,125.142023597776
6718 onwind,,onwind,6718,124.397136038581,124.397136038581,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,24221.7946332335,1.0,0.0,0.0,1.0,0.0,2205.97090884443,PQ,wind-onshore,0.0,33.5276682192944,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,124.397136038581
6719 onwind,,onwind,6719,30.0402686177147,30.0402686177147,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5849.24412536143,1.0,0.0,0.0,1.0,0.0,435.936701721235,PQ,wind-onshore,0.0,8.09648993141492,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,30.0402686177147
6720 onwind,,onwind,6720,24.868731298318,24.868731298318,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4842.27628930386,1.0,0.0,0.0,1.0,0.0,435.390640854099,PQ,wind-onshore,0.0,6.70265086927883,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,24.868731298318
6721 onwind,,onwind,6721,121.3389699698,121.3389699698,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,23626.3285893099,1.0,0.0,0.0,1.0,0.0,3164.20535818697,PQ,wind-onshore,0.0,32.7034275608778,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,121.3389699698
6726 onwind,,onwind,6726,35.8128593161578,35.8128593161578,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6973.2451341631,1.0,0.0,0.0,1.0,0.0,720.903524655334,PQ,wind-onshore,0.0,53.0521376591378,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,35.8128593161578
6728 onwind,,onwind,6728,29.3391092105768,29.3391092105768,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5712.71896324206,1.0,0.0,0.0,1.0,0.0,970.737257116331,PQ,wind-onshore,0.0,43.4621108271506,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,29.3391092105768
6729 onwind,,onwind,6729,6.89535302703941,6.89535302703941,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1342.61792725513,1.0,0.0,0.0,1.0,0.0,420.532625923492,PQ,wind-onshore,0.0,10.2145772491783,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,6.89535302703941
6731 onwind,,onwind,6731,38.6183691401151,38.6183691401151,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7519.51561081088,1.0,0.0,0.0,1.0,0.0,419.568170937222,PQ,wind-onshore,0.0,10.4084700736073,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,38.6183691401151
6732 onwind,,onwind,6732,36.0602375484733,36.0602375484733,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7021.41300145243,1.0,0.0,0.0,1.0,0.0,593.107087106345,PQ,wind-onshore,0.0,9.71899931891672,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,36.0602375484733
6733 onwind,,onwind,6733,12.0988214509033,12.0988214509033,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2355.80317859611,1.0,0.0,0.0,1.0,0.0,251.613555336561,PQ,wind-onshore,0.0,3.26088915201843,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,12.0988214509033
6735 onwind,,onwind,6735,18.8447453275209,18.8447453275209,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,3669.32524151707,1.0,0.0,0.0,1.0,0.0,590.49307417222,PQ,wind-onshore,0.0,5.07905880423376,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,18.8447453275209
6737 onwind,,onwind,6737,8.94457291578513,8.94457291578513,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1741.6285868586,1.0,0.0,0.0,1.0,0.0,363.364719040962,PQ,wind-onshore,0.0,2.41075222978383,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,8.94457291578513
6738 onwind,,onwind,6738,12.7061648739958,12.7061648739958,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2474.06110747181,1.0,0.0,0.0,1.0,0.0,606.031533410044,PQ,wind-onshore,0.0,18.8225464508163,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,12.7061648739958
6739 onwind,,onwind,6739,8.64117769454133,8.64117769454133,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1682.55345879944,1.0,0.0,0.0,1.0,0.0,425.465418150473,PQ,wind-onshore,0.0,2.32898077875921,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,8.64117769454133
6741 onwind,,onwind,6741,21.9007849126053,21.9007849126053,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4264.37723047918,1.0,0.0,0.0,1.0,0.0,1159.8249735981,PQ,wind-onshore,0.0,5.9027263301643,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,21.9007849126053
6744 onwind,,onwind,6744,20.7483020689992,20.7483020689992,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4039.9733282262,1.0,0.0,0.0,1.0,0.0,1455.88343402807,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,20.7483020689992
6746 onwind,,onwind,6746,2.16241266414759,2.16241266414759,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,421.050814602692,1.0,0.0,0.0,1.0,0.0,102.418402506037,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,0.0
6747 onwind,,onwind,6747,14.2007401351546,14.2007401351546,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2765.07500210417,1.0,0.0,0.0,1.0,0.0,358.246734058003,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,14.2007401351546
6748 onwind,,onwind,6748,3.4830431028839,3.4830431028839,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,678.195314002961,1.0,0.0,0.0,1.0,0.0,128.74891867269,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,0.0
6749 onwind,,onwind,6749,1.94055038794078,1.94055038794078,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,377.851246973769,1.0,0.0,0.0,1.0,0.0,84.7692985305421,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6752 onwind,,onwind,6752,9.65810454554079,9.65810454554079,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1880.56278703904,1.0,0.0,0.0,1.0,0.0,558.898826287161,PQ,wind-onshore,0.0,14.3072377257853,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,9.65810454554079
6754 onwind,,onwind,6754,0.814827219852611,0.814827219852611,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,158.65781326925,1.0,0.0,0.0,1.0,0.0,39.8416492054255,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6812 onwind,,onwind,6812,31.5472656092639,31.5472656092639,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6142.67669788372,1.0,0.0,0.0,1.0,0.0,1486.47897668173,PQ,wind-onshore,0.0,28.8112755090827,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,31.5472656092639
6813 onwind,,onwind,6813,24.2597927405084,24.2597927405084,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,4723.70776625565,1.0,0.0,0.0,1.0,0.0,1045.92135420033,PQ,wind-onshore,0.0,22.1558210812028,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,24.2597927405084
6855 onwind,,onwind,6855,3.60719783067684,3.60719783067684,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,702.369908492121,1.0,0.0,0.0,1.0,0.0,207.594346596141,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,0.0
6856 onwind,,onwind,6856,43.9273862049977,43.9273862049977,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,8553.25260142806,1.0,0.0,0.0,1.0,0.0,524.002041619272,PQ,wind-onshore,0.0,40.1177091549393,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,43.9273862049977
6857 onwind,,onwind,6857,38.4735746931281,38.4735746931281,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7491.32218553889,1.0,0.0,0.0,1.0,0.0,984.810649094962,PQ,wind-onshore,0.0,35.1368886936901,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,38.4735746931281
6858 onwind,,onwind,6858,31.0671882176486,31.0671882176486,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6049.19917614915,1.0,0.0,0.0,1.0,0.0,602.825560761712,PQ,wind-onshore,0.0,28.3728336432542,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,31.0671882176486
6859 onwind,,onwind,6859,106.447464754087,106.447464754087,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,20726.7523402003,1.0,0.0,0.0,1.0,0.0,1893.48984302155,PQ,wind-onshore,0.0,97.2156278854412,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,106.447464754087
6865 onwind,,onwind,6865,81.2212632692547,81.2212632692547,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,15814.8718001798,1.0,0.0,0.0,1.0,0.0,2972.70572217711,PQ,wind-onshore,0.0,74.1772114968679,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,81.2212632692547
6867 onwind,,onwind,6867,29.8246750344196,29.8246750344196,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5807.26515651125,1.0,0.0,0.0,1.0,0.0,1728.5319752156,PQ,wind-onshore,0.0,27.238079522594,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,29.8246750344196
6868 onwind,,onwind,6868,53.8202799262083,53.8202799262083,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,10479.5319971953,1.0,0.0,0.0,1.0,0.0,2054.09658928305,PQ,wind-onshore,0.0,49.152624894203,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,53.8202799262083
6870 onwind,,onwind,6870,34.1402742525111,34.1402742525111,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,6647.57033803517,1.0,0.0,0.0,1.0,0.0,1356.2210129093,PQ,wind-onshore,0.0,31.1794010811478,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,34.1402742525111
6874 onwind,,onwind,6874,169.550087579315,169.550087579315,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,33013.681280566,1.0,0.0,0.0,1.0,0.0,2225.92627380249,PQ,wind-onshore,0.0,154.845568751995,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,169.550087579315
6937 onwind,,onwind,6937,150.502634433577,150.502634433577,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,29304.8861018803,1.0,0.0,0.0,1.0,0.0,3757.31758833505,PQ,wind-onshore,0.0,34.0249361913504,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,150.502634433577
6938 onwind,,onwind,6938,70.3855593730994,70.3855593730994,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13705.0145893369,1.0,0.0,0.0,1.0,0.0,3201.47653256714,PQ,wind-onshore,0.0,64.2812523936708,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,70.3855593730994
6940 onwind,,onwind,6940,146.388993619909,146.388993619909,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,28503.9049365853,1.0,0.0,0.0,1.0,0.0,5886.82881768241,PQ,wind-onshore,0.0,33.094943392713,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,146.388993619909
6996 onwind,,onwind,6996,46.5960843959958,46.5960843959958,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,9072.88401400649,1.0,0.0,0.0,1.0,0.0,1033.48694567302,PQ,wind-onshore,0.0,10.5342262233971,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,46.5960843959958
6997 onwind,,onwind,6997,65.1778331090783,65.1778331090783,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,12691.00027928,1.0,0.0,0.0,1.0,0.0,1870.01186876095,PQ,wind-onshore,0.0,14.7351016211323,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,65.1778331090783
7008 onwind,,onwind,7008,188.257849532682,188.257849532682,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,36656.3340176946,1.0,0.0,0.0,1.0,0.0,5633.75807187326,PQ,wind-onshore,0.0,42.5604597685454,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,188.257849532682
7010 onwind,,onwind,7010,470.465606946924,470.465606946924,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,91605.9780502804,1.0,0.0,0.0,1.0,0.0,26932.3517560211,PQ,wind-onshore,0.0,106.360678115962,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,470.465606946924
7019 onwind,,onwind,7019,357.913626461207,357.913626461207,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,69690.5944353133,1.0,0.0,0.0,1.0,0.0,12535.0627703763,PQ,wind-onshore,0.0,80.9154494085089,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,357.913626461207
7020 onwind,,onwind,7020,60.9274965269044,60.9274965269044,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,11863.4026102822,1.0,0.0,0.0,1.0,0.0,1218.07084920209,PQ,wind-onshore,0.0,13.7742052783905,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,60.9274965269044
7061 onwind,,onwind,7061,111.33499360293,111.33499360293,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,21678.4199091703,1.0,0.0,0.0,1.0,0.0,4616.40937362668,PQ,wind-onshore,0.0,101.679277507779,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,111.33499360293
5671 onwind,,onwind,5671,67.09,67.09,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1109.44017146552,1.0,0.0,0.0,1.0,0.0,447.815156230868,PQ,wind-onshore,0.0,51.73517168499,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,67.09
5672 onwind,,onwind,5672,16.1,16.1,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,975.929542598417,1.0,0.0,0.0,1.0,0.0,428.650372692101,PQ,wind-onshore,0.0,12.415207394967,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,16.1
5673 onwind,,onwind,5673,43.94,43.94,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1365.25918927981,1.0,0.0,0.0,1.0,0.0,615.570233955004,PQ,wind-onshore,0.0,33.8834914866367,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,43.94
6300 onwind,,onwind,6300,180.39,180.39,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7818.37932304472,1.0,0.0,0.0,1.0,0.0,3474.0913792834,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,180.39
6305 onwind,,onwind,6305,566.67,566.67,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13650.6093273605,1.0,0.0,0.0,1.0,0.0,4400.39078982276,PQ,wind-onshore,0.0,365.853150401252,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,566.67
6306 onwind,,onwind,6306,243.61,243.61,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,9629.11868604555,1.0,0.0,0.0,1.0,0.0,3284.10508907313,PQ,wind-onshore,0.0,157.279344184885,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,243.61
6307 onwind,,onwind,6307,26.6,26.6,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2149.82250372536,1.0,0.0,0.0,1.0,0.0,697.948373929726,PQ,wind-onshore,0.0,17.1734762748571,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,26.6
6308 onwind,,onwind,6308,15.7,15.7,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,915.897597231899,1.0,0.0,0.0,1.0,0.0,364.727638761933,PQ,wind-onshore,0.0,10.1362247186187,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,15.7
6309 onwind,,onwind,6309,3.34,3.34,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,3471.76802434653,1.0,0.0,0.0,1.0,0.0,1068.00759382964,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6311 onwind,,onwind,6311,48.4,48.4,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,1413.78453663853,1.0,0.0,0.0,1.0,0.0,517.92335715887,PQ,wind-onshore,0.0,31.247979387334,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,48.4
6313 onwind,,onwind,6313,1.23,1.23,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,2935.82744627341,1.0,0.0,0.0,1.0,0.0,907.992398308439,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6314 onwind,,onwind,6314,224.84,224.84,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7858.9793868247,1.0,0.0,0.0,1.0,0.0,2600.18257265921,PQ,wind-onshore,0.0,145.161067881161,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,224.84
6315 onwind,,onwind,6315,299.49,299.49,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,8851.60807454218,1.0,0.0,0.0,1.0,0.0,2934.34321908867,PQ,wind-onshore,0.0,193.356556750262,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,299.49
6316 onwind,,onwind,6316,148.39,148.39,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,16129.5834617714,1.0,0.0,0.0,1.0,0.0,4887.42518895952,PQ,wind-onshore,0.0,95.8034640761673,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,148.39
6335 onwind,,onwind,6335,257.31,257.31,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,8431.80587158822,1.0,0.0,0.0,1.0,0.0,3244.90440143264,PQ,wind-onshore,0.0,198.419690360184,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,257.31
6337 onwind,,onwind,6337,66.6,66.6,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,648.086804338527,1.0,0.0,0.0,1.0,0.0,264.40853083391,PQ,wind-onshore,0.0,51.3573175468822,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,66.6
6338 onwind,,onwind,6338,257.92,257.92,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13358.3955157044,1.0,0.0,0.0,1.0,0.0,5574.03268711433,PQ,wind-onshore,0.0,198.890080205584,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,257.92
6340 onwind,,onwind,6340,380.07,380.07,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,10373.8468627906,1.0,0.0,0.0,1.0,0.0,3422.86433539565,PQ,wind-onshore,0.0,245.38056871372,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,380.07
6341 onwind,,onwind,6341,179.14,179.14,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,13947.8829146605,1.0,0.0,0.0,1.0,0.0,4175.46200319186,PQ,wind-onshore,0.0,115.656260897666,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,179.14
6342 onwind,,onwind,6342,156.5,156.5,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,7513.44745524565,1.0,0.0,0.0,1.0,0.0,2243.11726030231,PQ,wind-onshore,0.0,101.039437481772,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,156.5
6343 onwind,,onwind,6343,212.06,212.06,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,10891.3876291424,1.0,0.0,0.0,1.0,0.0,3297.82627234764,PQ,wind-onshore,0.0,136.910051836323,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,212.06
6345 onwind,,onwind,6345,1.48,1.48,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,5729.06675336197,1.0,0.0,0.0,1.0,0.0,1520.97713319685,PQ,wind-onshore,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,0.0
6346 onwind,,onwind,6346,25.84,25.84,1,1.0,0.015,96349.1370282402,0.0,Inf,profile_onwind,17032.3446164389,1.0,0.0,0.0,1.0,0.0,4836.73210494258,PQ,wind-onshore,0.0,16.6828055241469,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,25.84
